tags,elapsed_s,start_unix,end_unix
"['initialize-parser', '5162ac0d-15a4-4555-b934-15442985f6a9']",474.36,1713031060.25,1713031534.62
"['initialize-parser', 'f0c8d0ad-5408-43a4-a7b3-14c6f3eeceb5']",479.50,1713031055.32,1713031534.82
"['initialize-parser', 'fd724894-fcf3-4845-a266-1519875524bc']",474.58,1713031060.24,1713031534.82
"['initialize-parser', '6a7b85eb-58be-494e-9a87-851c8a6cfab8']",474.59,1713031060.23,1713031534.83
"['initialize-parser', 'd544f37f-14f3-41b2-ac96-48ec46ba6fd7']",474.50,1713031060.33,1713031534.83
"['initialize-parser', '7aa9e607-876e-4197-aaa9-159709e21886']",479.62,1713031055.21,1713031534.83
"['initialize-parser', '911865f3-5937-4443-9fea-864e23f3cab1']",474.50,1713031060.33,1713031534.84
"['initialize-parser', 'e21fb70a-9215-4421-ae73-8fd3e72eecff']",474.90,1713031059.94,1713031534.84
"['initialize-parser', '466202b2-ce9b-4a99-88d5-3be8af9b4e45']",474.52,1713031060.32,1713031534.85
"['initialize-parser', 'eef6627b-bf9b-4435-aa8e-1b50250f96f6']",479.45,1713031055.40,1713031534.85
"['initialize-parser', 'edc642fd-3467-4d93-a653-5115ebeb4a13']",474.62,1713031060.23,1713031534.85
"['initialize-parser', 'e77316d1-36b8-477c-a0a4-41250210b6b5']",474.92,1713031059.94,1713031534.86
"['initialize-parser', '1415b6e0-bbb0-44db-bfb4-5a2623a31a30']",474.65,1713031060.21,1713031534.86
"['initialize-parser', '6b14435f-17ad-483a-8e7d-efb178b570a5']",479.52,1713031055.35,1713031534.86
"['initialize-parser', '1a129cd2-55e7-493e-bcdc-a7ceeca8dd8b']",474.54,1713031060.33,1713031534.87
"['initialize-parser', '39de038f-3ff3-42e1-913c-69685b7c6cd0']",474.89,1713031059.98,1713031534.87
"['initialize-parser', '6e34c765-5c3d-419b-bdb8-3ec7b0e3604f']",474.64,1713031060.23,1713031534.87
"['initialize-parser', '9bc1fd61-9f3f-48f5-92b7-e2c4e1acd839']",479.68,1713031055.20,1713031534.88
"['initialize-parser', '316de87b-f4ac-45ce-8062-2957635f30bf']",474.62,1713031060.26,1713031534.88
"['initialize-parser', 'a8217628-12f3-4af4-b51d-dde500f23ed6']",474.22,1713031060.67,1713031534.89
