tags,elapsed_s,start_unix,end_unix
"['initialize-parser', '8c03d80c-8e7b-413d-91c0-a84f999a0559']",95.26,1713075314.69,1713075409.94
"['initialize-parser', '73611e6b-30d4-4d47-9dd7-3d0cc9dfa262']",95.13,1713075314.82,1713075409.94
"['initialize-parser', '6c33e7ca-bcfa-499b-bfa8-ebfa3ed8de99']",95.06,1713075314.96,1713075410.01
"['initialize-parser', '9753b756-5e52-48dd-8d67-de77c80a557d']",95.47,1713075314.56,1713075410.03
"['initialize-parser', 'cad9e21a-68c1-4654-9e35-e494b59337c0']",95.20,1713075314.90,1713075410.10
"['initialize-parser', 'be01b08c-1828-4281-8220-0cf1381b2bd0']",95.69,1713075314.42,1713075410.11
"['initialize-parser', 'fc1cc7d2-0d5a-48e4-b0e7-c3e9ff88a063']",95.06,1713075315.04,1713075410.10
"['initialize-parser', '448e3c82-639a-4f99-a075-b8a416a40e7d']",95.42,1713075314.70,1713075410.13
"['parser-parse', '73611e6b-30d4-4d47-9dd7-3d0cc9dfa262']",221.95,1713075409.94,1713075631.90
"['write-jsonl', '73611e6b-30d4-4d47-9dd7-3d0cc9dfa262']",0.02,1713075631.90,1713075631.92
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-1236.zip']",317.10,1713075314.81,1713075631.92
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-1236.zip']",318.05,1713075313.87,1713075631.92
"['initialize-parser', 'ae698ee3-a168-4618-8c97-38c9267eaef6']",0.00,1713075633.46,1713075633.46
"['parser-parse', '9753b756-5e52-48dd-8d67-de77c80a557d']",222.06,1713075410.03,1713075632.09
"['write-jsonl', '9753b756-5e52-48dd-8d67-de77c80a557d']",0.05,1713075632.09,1713075632.13
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-3333.zip']",317.57,1713075314.56,1713075632.13
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-3333.zip']",318.27,1713075313.86,1713075632.14
"['initialize-parser', '23121edb-6f56-427f-8a3b-df34305e611e']",0.00,1713075633.70,1713075633.70
"['parser-parse', '8c03d80c-8e7b-413d-91c0-a84f999a0559']",223.95,1713075409.94,1713075633.90
"['write-jsonl', '8c03d80c-8e7b-413d-91c0-a84f999a0559']",0.08,1713075633.90,1713075633.98
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-2924.zip']",319.29,1713075314.69,1713075633.98
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-2924.zip']",320.11,1713075313.87,1713075633.98
"['initialize-parser', '87092ef5-f442-49d7-bf33-d256e4bfe898']",0.00,1713075635.16,1713075635.16
"['parser-parse', '6c33e7ca-bcfa-499b-bfa8-ebfa3ed8de99']",224.84,1713075410.01,1713075634.85
"['write-jsonl', '6c33e7ca-bcfa-499b-bfa8-ebfa3ed8de99']",0.04,1713075634.85,1713075634.90
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-2078.zip']",319.94,1713075314.96,1713075634.90
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-2078.zip']",321.03,1713075313.87,1713075634.90
"['initialize-parser', '748e8f0c-a74b-4e6e-a2fb-4bff061d0489']",0.00,1713075636.56,1713075636.56
"['parser-parse', 'cad9e21a-68c1-4654-9e35-e494b59337c0']",230.52,1713075410.10,1713075640.62
"['write-jsonl', 'cad9e21a-68c1-4654-9e35-e494b59337c0']",0.00,1713075640.62,1713075640.62
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-3667.zip']",325.72,1713075314.90,1713075640.62
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-3667.zip']",326.75,1713075313.88,1713075640.63
"['initialize-parser', 'fa0f7338-ef21-46a5-baa3-1037bfa961ae']",0.00,1713075642.11,1713075642.11
"['parser-parse', '448e3c82-639a-4f99-a075-b8a416a40e7d']",230.49,1713075410.13,1713075640.62
"['write-jsonl', '448e3c82-639a-4f99-a075-b8a416a40e7d']",0.01,1713075640.62,1713075640.62
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-1045.zip']",325.92,1713075314.70,1713075640.62
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-1045.zip']",326.75,1713075313.87,1713075640.63
"['initialize-parser', '8cfd73ac-02dd-4014-bc63-056a7f7a5c6b']",0.00,1713075642.11,1713075642.11
"['parser-parse', 'be01b08c-1828-4281-8220-0cf1381b2bd0']",230.86,1713075410.11,1713075640.98
