tags,elapsed_s,start_unix,end_unix
"['initialize-parser', '80c2ae85-bbcf-436e-91d8-ddfb71171310']",119.48,1713080363.71,1713080483.19
"['initialize-parser', '3a845310-2acf-4166-89a7-05306c34743a']",119.67,1713080363.39,1713080483.06
"['initialize-parser', 'af99b4a7-3c94-484e-a474-63f376d13de1']",119.34,1713080363.74,1713080483.07
"['initialize-parser', '177aa4ab-36bc-4727-af7d-7d38e53bf605']",119.65,1713080363.43,1713080483.07
"['initialize-parser', '7f0e2224-7790-4e92-aa4f-fb0879aed9ef']",120.14,1713080363.56,1713080483.70
"['initialize-parser', 'ff4461ab-162d-490f-8903-24d86b5ed824']",120.30,1713080363.40,1713080483.70
"['initialize-parser', 'e2299af4-5727-436b-a189-d1ea9b8a41c6']",119.86,1713080363.88,1713080483.74
"['initialize-parser', '5dac5f3b-a8f4-4b61-b109-1831aac54c5e']",120.18,1713080363.59,1713080483.77
"['initialize-parser', '98a6b6c1-762a-41b2-ac4f-f22f723c6063']",122.91,1713080363.61,1713080486.52
"['initialize-parser', 'a69b8bef-25e9-490b-95fa-e0394752649e']",123.15,1713080363.38,1713080486.52
"['initialize-parser', 'e6d927a8-588c-4285-9f9f-4b149f339a7a']",122.79,1713080363.82,1713080486.61
"['initialize-parser', '94826186-5663-4e55-99dc-e803afaf5dbd']",123.00,1713080363.61,1713080486.62
"['initialize-parser', '85c68b42-7933-4001-917a-477cf6c62bc4']",126.50,1713080363.54,1713080490.05
"['initialize-parser', 'bdd1d642-2f46-476f-84e4-033c8884aeff']",126.22,1713080363.82,1713080490.05
"['initialize-parser', '1f5eab9b-59c4-4dfd-b71f-fc4bfe08d665']",126.59,1713080363.49,1713080490.08
"['initialize-parser', '6e3ff8fd-4cb5-4b78-9342-983331594247']",126.68,1713080363.52,1713080490.20
"['initialize-parser', 'a8ba97ae-b0c9-440b-aa29-326545be4b37']",128.75,1713080363.72,1713080492.47
"['initialize-parser', 'a5785ee6-0f12-48dd-86b3-70b3fdab633c']",129.18,1713080363.29,1713080492.47
"['initialize-parser', '8130d29b-0807-4645-9de4-4b57df490955']",129.18,1713080363.32,1713080492.50
"['initialize-parser', 'aa6223aa-a003-4ba7-8bfe-68bc433aeded']",129.02,1713080363.62,1713080492.64
"['initialize-parser', '5cbd2772-c0c1-41c8-a42f-b7bd79fbb3c1']",129.24,1713080363.79,1713080493.03
"['initialize-parser', '280cd8d5-bfc9-4dcc-88d6-926bb417aa63']",129.69,1713080363.36,1713080493.05
"['initialize-parser', '3d8fcacf-123c-4b24-96d9-2a1969fafa65']",129.72,1713080363.36,1713080493.07
"['initialize-parser', '0c4ed5d7-5d16-40c5-832f-d3c6f1378827']",129.36,1713080363.76,1713080493.13
"['initialize-parser', '6d3f699a-c621-4459-b6ea-36f364c684c8']",129.43,1713080363.93,1713080493.36
"['initialize-parser', '01a1a9be-9a36-453a-ba95-fa0ef1245c51']",129.82,1713080363.56,1713080493.38
"['initialize-parser', '8a6e0310-9b5c-4695-90b4-d26c6b04651a']",130.09,1713080363.39,1713080493.48
"['initialize-parser', 'ec54e5ed-8014-40f9-9bd9-6a62a048b9b0']",130.04,1713080363.46,1713080493.49
"['initialize-parser', '3fd94277-99cd-4e3d-9f96-6a5fbeb8e809']",133.10,1713080363.70,1713080496.81
"['initialize-parser', '1102ae09-52b5-4695-acc8-4d5f0fd399ad']",133.13,1713080363.79,1713080496.92
"['initialize-parser', '50302e38-09b0-4e80-a833-76f1631599c6']",133.63,1713080363.29,1713080496.93
"['initialize-parser', '5b5701f6-fcfa-43fc-90b6-5b6d03c5bdb0']",133.71,1713080363.28,1713080496.98
"['initialize-parser', 'ece6aad2-ec1c-4138-b752-439d897f25f1']",133.49,1713080363.78,1713080497.27
"['initialize-parser', '5d662b83-669a-41ac-bcd7-eeb2692c7fe7']",133.34,1713080363.93,1713080497.27
"['initialize-parser', 'd924dd36-22c2-4dbf-abd7-c355284c1e1d']",133.75,1713080363.52,1713080497.27
