tags,elapsed_s,start_unix,end_unix
"['initialize-parser', 'f0f0a721-40e0-45db-8e06-8c42d2ac723e']",194.29,1713124877.10,1713125071.40
"['initialize-parser', '95bf594e-52d5-46ce-bfbe-8d129ffa5420']",193.87,1713124877.53,1713125071.39
"['initialize-parser', 'd2d88607-6518-474e-8bcd-759dcb66a909']",194.06,1713124877.34,1713125071.39
"['initialize-parser', '8885243d-e7a1-4ef6-a6e2-84ee1af6c3d4']",193.91,1713124877.48,1713125071.39
"['initialize-parser', '81e8ce96-9faf-4e58-9e8e-af4ce6f617c8']",194.20,1713124877.20,1713125071.39
"['initialize-parser', '17c67906-1403-4ade-8897-696130d6e6b3']",193.82,1713124877.58,1713125071.39
"['initialize-parser', 'e5386d71-0684-45aa-8adb-d71cab91beea']",194.06,1713124877.33,1713125071.40
"['initialize-parser', '0a7d752a-843e-4f76-b048-01404abff636']",193.96,1713124877.43,1713125071.39
"['initialize-parser', '50429c65-d3cc-43e5-b097-668d2540f9f6']",193.80,1713124877.59,1713125071.39
"['initialize-parser', '428c26d0-8d41-49c3-be52-02660111dd2a']",194.14,1713124877.25,1713125071.39
"['initialize-parser', '004c6233-4962-42db-99dd-9edff3d46b83']",194.14,1713124877.26,1713125071.39
"['initialize-parser', 'd64db347-5eda-499a-930e-39d01f765c7f']",193.94,1713124877.46,1713125071.39
"['initialize-parser', '6b450db7-631b-4e84-b8c3-1ff5e74e6606']",193.94,1713124877.45,1713125071.39
"['initialize-parser', '1d411643-e9b0-40df-91b7-638bc39d772c']",193.99,1713124877.41,1713125071.39
"['initialize-parser', 'a7fdda57-4aeb-4908-8f0c-9307cebeaafa']",193.89,1713124877.50,1713125071.39
"['initialize-parser', 'e7ee707d-94cc-4eb7-b4ae-f9c55fff12b7']",194.08,1713124877.32,1713125071.39
"['initialize-parser', '55f7a981-a092-48a7-951a-f6d91bb7e7da']",194.19,1713124877.22,1713125071.41
"['initialize-parser', '06ee5a5b-e6ec-4846-8182-2b67579cca4c']",193.83,1713124877.58,1713125071.42
"['initialize-parser', 'e46ce844-a3cb-42c3-b8e8-95adc7cbff44']",193.98,1713124877.43,1713125071.41
"['initialize-parser', 'b36dd96e-09d8-4a99-8dc3-3fa4708894cf']",193.98,1713124877.44,1713125071.42
"['initialize-parser', 'a411007e-d657-4407-b969-dc8661e1170b']",193.78,1713124877.62,1713125071.39
"['initialize-parser', '8f085514-9e09-42d7-96d2-a127ac0ce1b8']",194.07,1713124877.33,1713125071.39
"['initialize-parser', 'c2412698-2734-4c11-9e5d-ca4435f4471b']",194.01,1713124877.38,1713125071.39
"['initialize-parser', 'c75e1f7b-5965-4c4a-b430-518b398a8b59']",194.09,1713124877.30,1713125071.39
"['initialize-parser', 'edca0cae-3bcf-4cc3-aa52-6a68a5f55fd7']",193.84,1713124877.55,1713125071.39
"['initialize-parser', '5deaef1e-4bfa-4e98-a8da-fe246ff97e31']",194.20,1713124877.20,1713125071.39
"['initialize-parser', 'b7de99a7-e991-45ff-a2a7-f066e7792501']",194.04,1713124877.52,1713125071.57
"['initialize-parser', '91b8f7cb-9dc6-445b-88d6-0f961b7e75c4']",194.27,1713124877.12,1713125071.39
"['initialize-parser', '511a73f0-b769-414c-ba92-771b1c1df2ae']",194.03,1713124877.38,1713125071.41
"['initialize-parser', '499b1e80-3dd5-489f-a646-25f4051f87a5']",193.84,1713124877.58,1713125071.41
"['initialize-parser', 'c2486e65-cea4-4d8f-b24f-fa06d7b3be43']",194.09,1713124877.32,1713125071.41
"['initialize-parser', '09ea2ac9-5a9b-4b26-8cd8-2dba010f6b23']",194.09,1713124877.33,1713125071.41
"['initialize-parser', 'cb69fdce-2f5f-4e5d-b557-e277f4147c90']",194.09,1713124877.30,1713125071.39
"['initialize-parser', '9ae99f33-9818-447d-a2e3-0e203a6f926b']",194.02,1713124877.38,1713125071.39
"['initialize-parser', 'df866354-0977-4ce0-b941-f506427f1723']",194.15,1713124877.24,1713125071.39
"['initialize-parser', '5e33f795-e956-41cf-8713-a18465bdcfef']",193.78,1713124877.62,1713125071.39
"['initialize-parser', '3db4737b-ade5-4eca-a895-cf852aed1e89']",194.19,1713124877.20,1713125071.39
"['initialize-parser', '7aa32be2-2427-4887-a04b-c5b904be85d4']",194.13,1713124877.26,1713125071.39
"['initialize-parser', '943e26b9-64a6-465a-9522-20789167932e']",193.75,1713124877.65,1713125071.39
"['initialize-parser', '44e9e66e-1317-4d0b-b762-f2e48aaa3fe6']",193.75,1713124877.65,1713125071.39
"['initialize-parser', '97a95585-075d-4b0e-a8a7-e47716da590f']",193.85,1713124877.60,1713125071.44
"['initialize-parser', '5d061ab0-7952-4acd-a65b-bc318dce06a2']",194.19,1713124877.26,1713125071.44
"['initialize-parser', '01b974f0-cd7c-4dcb-aed2-a5db3f78f0ae']",194.17,1713124877.28,1713125071.45
"['initialize-parser', 'b3e50896-3011-4b56-9bbe-f806b5086759']",194.03,1713124877.42,1713125071.45
"['initialize-parser', 'e7d64c54-512a-4a74-a414-dad3e5875674']",194.16,1713124877.24,1713125071.40
"['initialize-parser', '9a293965-92a2-4a11-9ab7-4872bf272713']",194.16,1713124877.24,1713125071.40
"['initialize-parser', '904cc072-f63c-4bb7-814b-3708f0c43564']",193.83,1713124877.57,1713125071.40
"['initialize-parser', '878d9e23-8099-400e-a937-8667b3e076a0']",193.74,1713124877.65,1713125071.40
"['initialize-parser', 'cd2228e3-2e6c-4887-9216-6bf579eabeb4']",194.10,1713124877.30,1713125071.39
"['initialize-parser', 'bc798019-6ba3-4079-b8e9-5a810b3f0e7d']",194.25,1713124877.16,1713125071.40
"['initialize-parser', '1eb51ae6-03f0-4e0d-81d0-3bbfd4efb654']",193.73,1713124877.66,1713125071.39
"['initialize-parser', '19f116b5-8c9e-4098-91ed-a64c95ac59a8']",193.87,1713124877.53,1713125071.39
"['initialize-parser', 'f0e16227-8109-4d70-b5c0-264bd6463733']",193.79,1713124877.61,1713125071.39
"['initialize-parser', 'eb0e3957-dfb6-443c-a3e7-f3edc4a6578b']",194.11,1713124877.29,1713125071.39
"['initialize-parser', 'fcc9cd81-3240-4b8a-9ab1-faa83844646b']",193.93,1713124877.47,1713125071.39
"['initialize-parser', 'a460461c-df69-4a08-88ec-46e677c073c5']",194.11,1713124877.28,1713125071.39
