tags,elapsed_s,start_unix,end_unix
"['initialize-parser', '03bfb7f0-e330-4442-ac0e-e420b8dda392']",6.95,1713076748.81,1713076755.76
"['initialize-parser', '2aaef1ce-6f85-4c86-a6ee-7c2a64e40572']",6.97,1713076748.81,1713076755.78
"['initialize-parser', '03272e94-b585-419f-a87f-73c91facac7e']",6.97,1713076748.81,1713076755.79
"['initialize-parser', '7c92845d-e72a-43b3-b091-6f862c62f01d']",7.00,1713076748.81,1713076755.82
"['initialize-parser', 'd1a7bba3-390c-41c1-b14a-2d9af2b3cf98']",13.49,1713076748.98,1713076762.47
"['initialize-parser', 'c4147e1a-3aa2-4a2b-892d-161a4553d102']",13.54,1713076748.98,1713076762.52
"['initialize-parser', '0b803f5a-1076-4766-af4b-7f4209095872']",13.58,1713076748.98,1713076762.56
"['initialize-parser', 'eaa75ef8-78bf-4519-b651-f38dd0600033']",13.62,1713076748.98,1713076762.60
"['initialize-parser', '68fbd77a-fef7-4f7a-aecc-4a3fe1b8c3c3']",66.23,1713076781.01,1713076847.24
"['initialize-parser', 'b8bd456a-1785-47b3-b9c3-2b5533ee4661']",65.96,1713076781.34,1713076847.30
"['initialize-parser', 'b11db786-b5e3-4afb-80f5-10d436041d02']",66.00,1713076781.30,1713076847.30
"['initialize-parser', '429c4852-64e4-4277-81fd-7d01a04f6b51']",69.44,1713076777.90,1713076847.34
"['initialize-parser', '3072ee6c-140b-451b-9abb-6311e9b9817e']",66.11,1713076781.24,1713076847.35
"['initialize-parser', 'f2d83109-cd7e-4f74-97e4-ec6ca647e555']",66.04,1713076781.32,1713076847.36
"['initialize-parser', '28974d45-5974-43c7-80a8-95063be1b62d']",66.00,1713076781.36,1713076847.36
"['initialize-parser', '5efc1f3a-3b10-45ba-a8e6-d76971f9fb7b']",66.33,1713076781.06,1713076847.39
"['initialize-parser', '9714e1d7-144d-435f-bdc7-64303513bf9f']",66.32,1713076781.07,1713076847.39
"['initialize-parser', 'bca3ba41-3677-4edb-af0d-fc4dec69e001']",66.48,1713076780.92,1713076847.40
"['initialize-parser', 'f791fc48-4cca-4300-a065-7dd07b935b94']",66.48,1713076780.92,1713076847.40
"['initialize-parser', 'fd4ba120-df6c-4feb-976f-acc37023211c']",69.26,1713076778.15,1713076847.41
"['initialize-parser', '5f2f538c-334c-467f-a676-2159bada24e5']",66.47,1713076780.93,1713076847.41
"['initialize-parser', '4f93aaa0-b614-4e97-9c20-b28f28b6d5c7']",66.09,1713076781.31,1713076847.40
"['initialize-parser', '0be20647-8611-4f71-b8e2-6f288bde3157']",66.08,1713076781.33,1713076847.41
"['initialize-parser', 'b7603481-a0b4-4949-9280-ae65ca758531']",66.16,1713076781.29,1713076847.46
"['initialize-parser', '528baf1f-916a-4536-ac77-26dacccdc513']",69.64,1713076777.82,1713076847.47
"['initialize-parser', '2831aff7-0fcb-4a21-b31d-a5d1307ceaf6']",66.52,1713076780.97,1713076847.48
"['initialize-parser', 'a0f24d8b-3a20-44fe-ad04-5e13c357d0cb']",69.31,1713076778.19,1713076847.50
"['initialize-parser', 'ad98e0bd-c262-4f4c-9645-1ad3ceec96f8']",66.46,1713076781.05,1713076847.51
"['initialize-parser', '05b13f4b-b293-46f2-8e35-7cfd9ef27f85']",66.14,1713076781.37,1713076847.51
"['initialize-parser', 'bc1ca2fc-44a2-48de-9160-71a3fd175fa1']",66.50,1713076781.02,1713076847.52
"['initialize-parser', '1110bb1a-a1de-4418-beed-fdc378b95d1a']",66.37,1713076781.19,1713076847.57
"['initialize-parser', '21e28f1a-eea7-4b36-b32d-8847b89d75a7']",66.41,1713076781.19,1713076847.60
"['parser-parse', 'd1a7bba3-390c-41c1-b14a-2d9af2b3cf98']",204.19,1713076762.47,1713076966.65
"['write-jsonl', 'd1a7bba3-390c-41c1-b14a-2d9af2b3cf98']",0.01,1713076966.65,1713076966.66
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-1236.zip']",217.68,1713076748.98,1713076966.66
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-1236.zip']",217.82,1713076748.84,1713076966.66
"['initialize-parser', 'd1269d50-812e-463b-91c3-82be68435c8b']",0.00,1713076966.79,1713076966.79
"['parser-parse', 'eaa75ef8-78bf-4519-b651-f38dd0600033']",204.29,1713076762.60,1713076966.89
"['write-jsonl', 'eaa75ef8-78bf-4519-b651-f38dd0600033']",0.01,1713076966.89,1713076966.89
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-3333.zip']",217.91,1713076748.98,1713076966.89
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-3333.zip']",218.05,1713076748.84,1713076966.90
"['initialize-parser', '80f00da2-7345-4336-b269-f566057fbff1']",0.00,1713076967.04,1713076967.04
"['parser-parse', '03bfb7f0-e330-4442-ac0e-e420b8dda392']",210.06,1713076755.76,1713076965.81
"['write-jsonl', '03bfb7f0-e330-4442-ac0e-e420b8dda392']",0.01,1713076965.81,1713076965.83
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-2843.zip']",217.02,1713076748.81,1713076965.83
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-2843.zip']",217.16,1713076748.67,1713076965.83
"['initialize-parser', 'c0651b0a-2665-4cae-916f-ed6fc3721658']",0.00,1713076967.24,1713076967.24
"['parser-parse', '03272e94-b585-419f-a87f-73c91facac7e']",211.70,1713076755.79,1713076967.49
"['write-jsonl', '03272e94-b585-419f-a87f-73c91facac7e']",0.00,1713076967.49,1713076967.49
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-3667.zip']",218.68,1713076748.81,1713076967.49
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-3667.zip']",218.82,1713076748.68,1713076967.50
"['initialize-parser', 'f84da117-235d-41d3-900a-e9aac9fc86f2']",0.00,1713076967.63,1713076967.63
"['parser-parse', '7c92845d-e72a-43b3-b091-6f862c62f01d']",212.22,1713076755.82,1713076968.04
"['write-jsonl', '7c92845d-e72a-43b3-b091-6f862c62f01d']",0.00,1713076968.04,1713076968.05
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-435.zip']",219.23,1713076748.81,1713076968.05
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-435.zip']",219.37,1713076748.68,1713076968.05
"['initialize-parser', '1ec15e3d-e5ec-4325-915d-8651387d9423']",0.00,1713076968.19,1713076968.19
"['parser-parse', 'c4147e1a-3aa2-4a2b-892d-161a4553d102']",204.43,1713076762.52,1713076966.95
"['write-jsonl', 'c4147e1a-3aa2-4a2b-892d-161a4553d102']",0.01,1713076966.95,1713076966.96
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-2924.zip']",217.98,1713076748.98,1713076966.96
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-2924.zip']",218.12,1713076748.84,1713076966.96
"['initialize-parser', '220022d6-855e-4b32-9e73-cf2856e5f975']",0.00,1713076968.42,1713076968.42
"['parser-parse', '2aaef1ce-6f85-4c86-a6ee-7c2a64e40572']",211.16,1713076755.78,1713076966.93
"['write-jsonl', '2aaef1ce-6f85-4c86-a6ee-7c2a64e40572']",0.01,1713076966.93,1713076966.94
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-1045.zip']",218.13,1713076748.81,1713076966.94
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-1045.zip']",218.27,1713076748.67,1713076966.94
"['initialize-parser', '31a693f7-487d-4109-a064-a43439b430af']",0.00,1713076968.49,1713076968.49
"['parser-parse', '0b803f5a-1076-4766-af4b-7f4209095872']",204.62,1713076762.56,1713076967.18
"['write-jsonl', '0b803f5a-1076-4766-af4b-7f4209095872']",0.00,1713076967.18,1713076967.19
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-2078.zip']",218.20,1713076748.98,1713076967.19
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-2078.zip']",218.35,1713076748.84,1713076967.19
"['initialize-parser', 'e8d5a94e-d035-43a8-be25-ea70a9a1d748']",0.00,1713076968.71,1713076968.71
"['parser-parse', 'f791fc48-4cca-4300-a065-7dd07b935b94']",215.95,1713076847.40,1713077063.35
"['write-jsonl', 'f791fc48-4cca-4300-a065-7dd07b935b94']",0.07,1713077063.35,1713077063.42
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-3583.zip']",282.50,1713076780.92,1713077063.42
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-3583.zip']",283.16,1713076780.26,1713077063.42
"['initialize-parser', '09861dd6-4832-4309-87d2-cc5836fea4a4']",0.00,1713077064.90,1713077064.90
"['parser-parse', 'b11db786-b5e3-4afb-80f5-10d436041d02']",216.30,1713076847.30,1713077063.60
"['write-jsonl', 'b11db786-b5e3-4afb-80f5-10d436041d02']",0.05,1713077063.60,1713077063.66
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-1377.zip']",282.35,1713076781.30,1713077063.66
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-1377.zip']",283.39,1713076780.26,1713077063.66
"['initialize-parser', '52b5b0fc-2260-4792-99b3-3b68ebed16db']",0.00,1713077065.25,1713077065.25
"['parser-parse', 'b7603481-a0b4-4949-9280-ae65ca758531']",216.98,1713076847.46,1713077064.44
"['write-jsonl', 'b7603481-a0b4-4949-9280-ae65ca758531']",0.01,1713077064.44,1713077064.45
"['parse-pdfs', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-545.zip']",283.16,1713076781.29,1713077064.45
"['finished-parsing', '/lus/eagle/projects/tpc/braceal/metric-rag/data/raw_pdfs/scaling-data/zip-scaling-data-small/10pdfs-545.zip']",284.20,1713076780.26,1713077064.46
"['initialize-parser', '198b59ba-1f1b-4ab4-9d20-8c9cba52f15a']",0.00,1713077066.02,1713077066.02
