tags,elapsed_s,start_unix,end_unix
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/3ffaa3e1-3559-434d-9b19-f574442a6bee.jsonl']",277.42,1713157614.13,1713157891.56
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/3ffaa3e1-3559-434d-9b19-f574442a6bee.jsonl']",0.08,1713157893.33,1713157893.41
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/19641b65-1a77-4ca3-b5b1-b5b6d15b55f2.jsonl']",279.53,1713157614.13,1713157893.66
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/19641b65-1a77-4ca3-b5b1-b5b6d15b55f2.jsonl']",0.08,1713157894.12,1713157894.21
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/5e589b1f-9454-4dac-9c4b-8e1afbfda416.jsonl']",279.50,1713157614.13,1713157893.63
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/5e589b1f-9454-4dac-9c4b-8e1afbfda416.jsonl']",0.08,1713157894.12,1713157894.21
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d0416d23-2994-4c97-b6ba-6deaaafba4df.jsonl']",279.62,1713157614.13,1713157893.75
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d0416d23-2994-4c97-b6ba-6deaaafba4df.jsonl']",0.08,1713157894.15,1713157894.23
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e217dfbb-c0b6-41c3-a201-055bb000e754.jsonl']",279.65,1713157614.13,1713157893.78
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e217dfbb-c0b6-41c3-a201-055bb000e754.jsonl']",0.08,1713157894.15,1713157894.23
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/a3edd622-a94c-450b-bd62-8c856e3aff45.jsonl']",279.66,1713157614.13,1713157893.79
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/a3edd622-a94c-450b-bd62-8c856e3aff45.jsonl']",0.08,1713157894.15,1713157894.23
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/9c3eae39-28da-4bfb-ac93-af8ef56f69fa.jsonl']",279.61,1713157614.13,1713157893.74
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/9c3eae39-28da-4bfb-ac93-af8ef56f69fa.jsonl']",0.09,1713157894.15,1713157894.23
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/a745128c-4dce-428e-b163-8eeea5c166ce.jsonl']",279.71,1713157614.13,1713157893.84
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/a745128c-4dce-428e-b163-8eeea5c166ce.jsonl']",0.09,1713157894.19,1713157894.28
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e21ccdef-828f-486f-9fb2-0c35878407df.jsonl']",279.73,1713157614.13,1713157893.86
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/e21ccdef-828f-486f-9fb2-0c35878407df.jsonl']",0.09,1713157894.22,1713157894.31
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/07a5611d-a780-41ac-9fbb-8a8f90976a9e.jsonl']",279.82,1713157614.13,1713157893.95
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/07a5611d-a780-41ac-9fbb-8a8f90976a9e.jsonl']",0.08,1713157894.30,1713157894.39
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/51315beb-2752-4ab2-9bb2-13c6fa69df0d.jsonl']",279.84,1713157614.13,1713157893.98
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/51315beb-2752-4ab2-9bb2-13c6fa69df0d.jsonl']",0.09,1713157894.35,1713157894.43
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/210b1982-7691-4fac-bdea-4989e6c0a916.jsonl']",279.93,1713157614.13,1713157894.06
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/210b1982-7691-4fac-bdea-4989e6c0a916.jsonl']",0.09,1713157894.43,1713157894.52
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d3b070ad-b3ba-4daf-88e0-e4a1be955fcd.jsonl']",278.80,1713157614.57,1713157893.37
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/d3b070ad-b3ba-4daf-88e0-e4a1be955fcd.jsonl']",0.08,1713157894.85,1713157894.94
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/751771b9-af24-4d4a-8d63-fb93fed89693.jsonl']",281.00,1713157614.57,1713157895.57
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/751771b9-af24-4d4a-8d63-fb93fed89693.jsonl']",0.08,1713157895.95,1713157896.03
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/7a678c61-c953-44a7-ac89-6711fe0b8bbf.jsonl']",281.01,1713157614.57,1713157895.58
"['loaded-dataset', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/7a678c61-c953-44a7-ac89-6711fe0b8bbf.jsonl']",0.08,1713157895.95,1713157896.03
"['loaded-encoder', '/lus/gila/projects/candle_aesp_CNDA/hippekp/aglimmer/data/scaling/distllm-scaling/nougat.scaling.data/6886d14d-776e-413d-8c2c-542949f71eb4.jsonl']",280.94,1713157614.57,1713157895.51
